Booth Number	Latitude	Longitude	Search	Settlement Number	Source
168	32.8193618	34.9565196	הרותם 1 חיפה	4000	Quant
169	32.7784895	34.983358	"שוויצר אלברט ד""ר 64 חיפה"	4000	Quant
170	32.7747584	34.9928203	סורוקה משה 22 חיפה	4000	Quant
171	32.772784	35.003996	"לסקוב חיים רא""ל 26 חיפה"	4000	Quant
172	32.7822162	34.9940662	אינשטיין אלברט 52 חיפה	4000	Quant
173	32.7671789	35.0091445	ליבריה 42 חיפה	4000	Quant
174	32.7671401	35.0012178	חוף השנהב 39 חיפה	4000	Quant
175	32.7747584	34.9928203	סורוקה משה 22 חיפה	4000	Quant
176	32.7779435	34.996019	שד אבא חושי 15 חיפה	4000	Quant
177	32.7671401	35.0012178	חוף השנהב 39 חיפה	4000	Quant
178	32.7794452	34.9904252	אידר 12 חיפה	4000	Quant
179	32.7778639	34.9995265	אינשטיין אלברט 94 חיפה	4000	Quant
180	32.7847057	34.9965124	אורן 27 חיפה	4000	Quant
181	32.7660223	35.0123209	שד אבא חושי 15, חיפה	4000	Google
182	32.7868843	34.9841817	מאפו 7 חיפה	4000	Quant
183	32.7822162	34.9940662	אינשטיין אלברט 52 חיפה	4000	Quant
184	32.7847057	34.9965124	אורן 27 חיפה	4000	Quant
185	32.7944165	34.9875294	אהוד 81 אחוזה, חיפה	4000	Google
186	32.7847057	34.9965124	אורן 27 חיפה	4000	Quant
187	32.7778639	34.9995265	אינשטיין אלברט 94 חיפה	4000	Quant
189	32.7671789	35.0091445	ליבריה 42 חיפה	4000	Quant
190	32.7784895	34.983358	"שוויצר אלברט ד""ר 64 חיפה"	4000	Quant
191	32.7660223	35.0123209	שד אבא חושי 15, חיפה	4000	Google
192	32.7660223	35.0123209	שד אבא חושי 15, חיפה	4000	Google
193	32.7898338	34.9900008	קריית ספר 27 חיפה	4000	Quant
194	32.787749	34.9875524	שד סיני 13 חיפה	4000	Quant
195	32.7847057	34.9965124	אורן 27 חיפה	4000	Quant
196	32.7869699	34.9870014	שד סיני 6 חיפה	4000	Quant
197	32.7803336	34.9849097	ולנברג ראול 11 חיפה	4000	Quant
198	32.7766637	35.0083572	פיכמן יעקב 13 חיפה	4000	Quant
199	32.7898338	34.9900008	קריית ספר 27 חיפה	4000	Quant
200	32.785303	34.9961083	הצלפים 5 חיפה	4000	Quant
201	32.7987073	34.9878507	ביכורים 27 חיפה	4000	Quant
203	32.8039198	34.9889075	מגידו 7 חיפה	4000	Quant
204	32.7987073	34.9878507	ביכורים 27 חיפה	4000	Quant
205	32.8030397	34.9850099	שד הנשיא 142 חיפה	4000	Quant
206	32.7987073	34.9878507	ביכורים 27 חיפה	4000	Quant
207	32.787749	34.9875524	שד סיני 13 חיפה	4000	Quant
208	32.798461	34.9847559	שד מוריה 37 מרכז הכרמל, חיפה	4000	Google
209	32.7944165	34.9875294	אהוד 81 אחוזה, חיפה	4000	Google
210	32.7986901	34.9807751	צדקיהו 6 חיפה	4000	Quant
211	32.7986901	34.9807751	צדקיהו 6 חיפה	4000	Quant
212	32.7986901	34.9807751	צדקיהו 6 חיפה	4000	Quant
213	32.7986901	34.9807751	צדקיהו 6 חיפה	4000	Quant
214	32.7986901	34.9807751	צדקיהו 6 חיפה	4000	Quant
215	32.8030397	34.9850099	שד הנשיא 142 חיפה	4000	Quant
216	32.8021717	34.9805067	הלילך 26 חיפה	4000	Quant
217	32.8058176	34.9714266	גלאל אל דין 3 חיפה	4000	Quant
218	32.8058176	34.9714266	גלאל אל דין 3 חיפה	4000	Quant
219	32.8069292	34.9802863	דרך הים 44 חיפה	4000	Quant
220	32.8069292	34.9802863	דרך הים 44 חיפה	4000	Quant
222	32.8030397	34.9850099	שד הנשיא 142 חיפה	4000	Quant
223	32.8042249	34.9894564	מגידו 7 כרמליה, חיפה	4000	Google
224	32.813546	34.9772998	התשבי 34 חיפה	4000	Quant
225	32.813546	34.9772998	התשבי 34 חיפה	4000	Quant
226	32.813546	34.9772998	התשבי 34 חיפה	4000	Quant
227	32.8175086	34.9602595	בר רב האי דוד 6 חיפה	4000	Quant
228	32.8184131	34.966206	"בודנהיימר מקס ד""ר 7 חיפה"	4000	Quant
229	32.8184131	34.966206	"בודנהיימר מקס ד""ר 7 חיפה"	4000	Quant
230	32.8228547	34.9667568	דרך צרפת 85 חיפה	4000	Quant
231	32.8245385	34.9703068	טשרניחובסקי 71 חיפה	4000	Quant
232	32.8202014	34.9723164	חכים אליהו 6 חיפה	4000	Quant
233	32.8210215	34.9741657	טשרניחובסקי 34 חיפה	4000	Quant
234	32.8210215	34.9741657	טשרניחובסקי 34 חיפה	4000	Quant
235	32.8088789	34.9782556	הרקפות 11 חיפה	4000	Quant
236	32.813546	34.9772998	התשבי 34 חיפה	4000	Quant
237	32.8178809	34.9595509	יציאת אירופה 91 קרית שפרינצק, חיפה	4000	Google
238	32.8228547	34.9667568	דרך צרפת 85 חיפה	4000	Quant
239	32.8246535	34.9705618	טשרניחובסקי 71, חיפה	4000	Google
240	32.7909156	35.0015602	קרן היסוד 33 חיפה	4000	Quant
241	32.7961471	34.97683000000001	לאה 11 חיפה	4000	Quant
242	32.812324	34.9697038	הסנה 8 חיפה	4000	Quant
243	32.8140587	34.9668539	דרך הים 179 חיפה	4000	Quant
244	32.8184131	34.966206	"בודנהיימר מקס ד""ר 7 חיפה"	4000	Quant
246	32.785303	34.9961083	הצלפים 5 חיפה	4000	Quant
247	32.785303	34.9961083	הצלפים 5 חיפה	4000	Quant
248	32.812324	34.9697038	הסנה 8 חיפה	4000	Quant
249	32.7944165	34.9875294	אהוד 81 אחוזה, חיפה	4000	Google
250	32.7987073	34.9878507	ביכורים 27 חיפה	4000	Quant
251	32.797938	34.9733717	לאה 37 חיפה	4000	Quant
252	32.8210215	34.9741657	טשרניחובסקי 34 חיפה	4000	Quant
253	32.7982396	34.9733643	לאה 39 חיפה	4000	Quant
254	32.797938	34.9733717	לאה 37 חיפה	4000	Quant
255	32.8058176	34.9714266	גלאל אל דין 3 חיפה	4000	Quant
257	32.8088789	34.9782556	הרקפות 11 חיפה	4000	Quant
258	32.812324	34.9697038	הסנה 8 חיפה	4000	Quant
259	32.8030397	34.9850099	שד הנשיא 142 חיפה	4000	Quant
260	32.8000264	34.9900108	הטנא 2 חיפה	4000	Quant
275	32.8180071	34.9822939	הבישוף חג'אר 1 חיפה	4000	Quant
276	32.8193713	34.9803731	הבישוף חג'אר 1, חיפה	4000	Google
277	32.8159289	34.9922794	שד הציונות 33 חיפה	4000	Quant
278	32.8185408	34.9853995	הגפן 51 הדר תחתון, חיפה	4000	Google
279	32.8187846	34.9877881	דרך אלנבי 69 חיפה	4000	Quant
280	32.8147924	34.9927088	שבתאי לוי 24 חיפה	4000	Quant
282	32.8156158	34.9769112	בית אל 3 חיפה	4000	Quant
283	32.8103185	34.99012940000001	שד גולומב אליהו 4 חיפה	4000	Quant
284	32.8056862	34.9935279	מונטיפיורי 15 חיפה	4000	Quant
285	32.8103685	34.9901495	שד גולומב אליהו 4, חיפה	4000	Google
286	32.8042249	34.9894564	מגידו 7 כרמליה, חיפה	4000	Google
287	32.8091421	34.9943774	מסדה 10 חיפה	4000	Quant
288	32.8091276	34.9944472	מסדה 10, חיפה	4000	Google
289	32.8103685	34.9901495	שד גולומב אליהו 4, חיפה	4000	Google
290	32.8112436	34.9908418	טבריה 15 חיפה	4000	Quant
291	32.8112436	34.9908418	טבריה 15 חיפה	4000	Quant
292	32.8091276	34.9944472	מסדה 10, חיפה	4000	Google
293	32.81185410000001	34.9970502	שמריהו לוין 15 חיפה	4000	Quant
294	32.81185410000001	34.9970502	שמריהו לוין 15 חיפה	4000	Quant
297	32.8159289	34.9922794	שד הציונות 33 חיפה	4000	Quant
298	32.8126416	34.9919476	שפרעם 10 חיפה	4000	Quant
299	32.8159289	34.9922794	שד הציונות 33 חיפה	4000	Quant
301	32.814691	34.9950283	פרץ י. ל. 20 חיפה	4000	Quant
303	32.8130553	34.99931580000001	חסן שוקרי 14 חיפה	4000	Quant
305	32.8130981	34.9998601	חסן שוקרי 11 חיפה	4000	Quant
306	32.809723	35.0028153	אימבר נפתלי 1 חיפה	4000	Quant
307	32.8076377	34.999291	ירושלים 29 חיפה	4000	Quant
310	32.8059884	34.9997758	פבזנר 54 חיפה	4000	Quant
313	32.8018103	34.9955589	סנש חנה 12 חיפה	4000	Quant
315	32.81185410000001	34.9970502	שמריהו לוין 15 חיפה	4000	Quant
316	32.8076377	34.999291	ירושלים 29 חיפה	4000	Quant
317	32.81185410000001	34.9970502	שמריהו לוין 15 חיפה	4000	Quant
318	32.8061256	34.9999184	פבזנר 33 חיפה	4000	Quant
320	32.8012061	35.0026118	ברכת משה 35 חיפה	4000	Quant
321	32.8044301	34.9930491	עקיבא 04 הדר עליון, חיפה	4000	Google
322	32.8000264	34.9900108	הטנא 2 חיפה	4000	Quant
323	32.8018103	34.9955589	סנש חנה 12 חיפה	4000	Quant
324	32.8010703	34.9913504	"כ""ץ יאיר 4, חיפה"	4000	Google
325	32.8033834	34.9964611	המימוני 2 חיפה	4000	Quant
326	32.8039133	34.9969435	רבי עקיבא 40 חיפה	4000	Quant
328	32.8076386	34.9992903	"בית""ר 8 חיפה"	4000	Quant
329	32.8035419	35.0000595	בצלאל 5 חיפה	4000	Quant
331	32.8037154	35.0000071	בצלאל 5 הדר עליון, חיפה	4000	Google
332	32.8037154	35.0000071	בצלאל 5 הדר עליון, חיפה	4000	Google
335	32.806995	35.0026598	"יל""ג 7 חיפה"	4000	Quant
336	32.806995	35.0026598	"יל""ג 7 חיפה"	4000	Quant
337	32.8076377	34.999291	ירושלים 29 חיפה	4000	Quant
338	32.8032407	35.00581280000001	הגבורים 17 חיפה	4000	Quant
340	32.8035805	35.0023615	בן בבא 4 חיפה	4000	Quant
341	32.8035805	35.0023615	בן בבא 4 חיפה	4000	Quant
342	32.8035805	35.0023615	בן בבא 4 חיפה	4000	Quant
345	32.8018103	34.9955589	סנש חנה 12 חיפה	4000	Quant
346	32.79008	35.0131184	צ'רניאבסקי אהרון 20 חיפה	4000	Quant
347	32.7986957	34.9985323	בלום לאון 9 חיפה	4000	Quant
348	32.7986957	34.9985323	בלום לאון 9 חיפה	4000	Quant
353	32.7989815	35.0082407	דרך יד לבנים 97 חיפה	4000	Quant
354	32.8039133	34.9969435	רבי עקיבא 40 חיפה	4000	Quant
355	32.7908251	35.015631	התיכון 39 חיפה	4000	Quant
356	32.7932023	35.0201014	הרב משאש 1, חיפה	4000	Google
361	32.7881497	35.0057546	לוין גוטל 22א חיפה	4000	Quant
362	32.7881497	35.0057546	לוין גוטל 22א חיפה	4000	Quant
364	32.7847057	34.9965124	אורן 27 חיפה	4000	Quant
365	32.7847057	34.9965124	אורן 27 חיפה	4000	Quant
366	32.7756078	35.0012212	שד אבא חושי 51 אחוזה, חיפה	4000	Google
367	32.7769638	35.0087477	פיכמן 31 נוש, חיפה	4000	Google
368	32.7756078	35.0012212	שד אבא חושי 51 אחוזה, חיפה	4000	Google
369	32.7740946	35.0122938	אלתר אליעזר 34 חיפה	4000	Quant
370	32.7740946	35.0122938	אלתר אליעזר 34 חיפה	4000	Quant
375	32.7989815	35.0082407	דרך יד לבנים 97 חיפה	4000	Quant
376	32.7992266	35.0146465	החשמל 8 חיפה	4000	Quant
377	32.7982161	35.0163079	החשמל 22 חיפה	4000	Quant
378	32.792687	35.0100345	קליבנוב 20 חיפה	4000	Quant
379	32.7952362	35.0190818	חטיבת כרמלי 42א חיפה	4000	Quant
380	32.7932023	35.0201014	הרב משאש 1, חיפה	4000	Google
381	32.7952362	35.0190818	חטיבת כרמלי 42א חיפה	4000	Quant
382	32.7982161	35.0163079	החשמל 22 חיפה	4000	Quant
383	32.8012061	35.0026118	ברכת משה 35 חיפה	4000	Quant
384	32.7998151	35.0086584	וינר יוסף 28 חיפה	4000	Quant
385	32.7943101	35.0088459	פרץ מרקיש 5 חיפה	4000	Quant
386	32.8032407	35.00581280000001	הגבורים 17 חיפה	4000	Quant
388	32.8012504	35.0095253	הירדן 23 חיפה	4000	Quant
389	32.7936502	35.0085405	פרץ מרקיש 22 חיפה	4000	Quant
390	32.7989815	35.0082407	דרך יד לבנים 97 חיפה	4000	Quant
391	32.7989815	35.0082407	דרך יד לבנים 97 חיפה	4000	Quant
392	32.7868521	35.0211291	הגליל 107 חיפה	4000	Quant
393	32.792687	35.0100345	קליבנוב 20 חיפה	4000	Quant
394	32.790972	35.0163157	ציון 7 נוש, חיפה	4000	Google
395	32.7932023	35.0201014	הרב משאש 1, חיפה	4000	Google
396	32.7907417	35.0159917	התיכון 39, חיפה	4000	Google
397	32.790972	35.0163157	ציון 7 נוש, חיפה	4000	Google
398	32.790972	35.0163157	ציון 7 נוש, חיפה	4000	Google
399	32.7868521	35.0211291	הגליל 107 חיפה	4000	Quant
400	32.7868521	35.0211291	הגליל 107 חיפה	4000	Quant
401	32.7846798	35.0229392	מימון הרב 23 חיפה	4000	Quant
402	32.7868521	35.0211291	הגליל 107 חיפה	4000	Quant
403	32.7839509	35.0221284	גדליהו 22 חיפה	4000	Quant
404	32.7868521	35.0211291	הגליל 107 חיפה	4000	Quant
405	32.7873715	35.0121631	ברל כצנלסון 48 חיפה	4000	Quant
406	32.7873715	35.0121631	ברל כצנלסון 48 חיפה	4000	Quant
407	32.7895508	35.0136328	צרניאבסקי 02 נוש, חיפה	4000	Google
408	32.7895508	35.0136328	צרניאבסקי 02 נוש, חיפה	4000	Google
409	32.7806963	35.007897	חביבה רייך 16 חיפה	4000	Quant
410	32.7806963	35.007897	חביבה רייך 16 חיפה	4000	Quant
411	32.7839509	35.0221284	גדליהו 22 נוש, חיפה	4000	Google
412	32.7895508	35.0136328	צרניאבסקי 02 נוש, חיפה	4000	Google
413	32.7766637	35.0083572	פיכמן יעקב 13 חיפה	4000	Quant
415	32.7766637	35.0083572	פיכמן יעקב 13 חיפה	4000	Quant
416	32.7846798	35.0229392	מימון הרב 23 חיפה	4000	Quant
417	32.7895508	35.0136328	צרניאבסקי 02 נוש, חיפה	4000	Google
418	32.7917446	35.0099902	סילבר אבא הלל 71 חיפה	4000	Quant
419	32.7917446	35.0099902	סילבר אבא הלל 71 חיפה	4000	Quant
420	32.7769638	35.0087477	פיכמן 31 נוש, חיפה	4000	Google
421	32.7943101	35.0088459	פרץ מרקיש 5 חיפה	4000	Quant
422	32.792687	35.0100345	קליבנוב 20 חיפה	4000	Quant
423	32.7917446	35.0099902	סילבר אבא הלל 71 חיפה	4000	Quant
424	32.792687	35.0100345	קליבנוב 20 חיפה	4000	Quant
425	32.7949781	34.9962509	ורדיה 15 חיפה	4000	Quant
426	32.8247263	34.9699907	טשרניחובסקי 73 חיפה	4000	Quant
427	32.7944165	34.9875294	אהוד 81 אחוזה, חיפה	4000	Google
450	32.7720478	35.0039756	מאיר גולדה 29 חיפה	4000	Quant
451	32.7747584	34.9928203	סורוקה משה 22 חיפה	4000	Quant
452	32.7747584	34.9928203	סורוקה משה 22 חיפה	4000	Quant
453	32.7631416	34.9876959	"רבין אסתר ד""ר 80 חיפה"	4000	Quant
501	32.808252	34.997326	נוה כרמל, חיפה	4000	Google
502	32.808252	34.997326	נוה כרמל, חיפה	4000	Google
701	32.8366123	35.0596706	בית אלפא 80 חיפה	4000	Quant
702	32.8349358	35.0568967	הקונגרס 43 חיפה	4000	Quant
703	32.8349358	35.0568967	הקונגרס 43 חיפה	4000	Quant
704	32.8313175	35.0547277	שד דגניה 53 חיפה	4000	Quant
705	32.8313175	35.0547277	שד דגניה 53 חיפה	4000	Quant
706	32.833506	35.0596422	ארן זלמן 43 חיפה	4000	Quant
707	32.8349358	35.0568967	הקונגרס 43א חיפה	4000	Quant
708	32.8349358	35.0568967	הקונגרס 43א חיפה	4000	Quant
711	32.833506	35.0596422	ארן זלמן 43 חיפה	4000	Quant
712	32.833506	35.0596422	ארן זלמן 43 חיפה	4000	Quant
713	32.8298645	35.057125	שד דגניה 33 חיפה	4000	Quant
714	32.8298645	35.057125	שד דגניה 33 חיפה	4000	Quant
715	32.8298645	35.057125	שד דגניה 33 חיפה	4000	Quant
716	32.8328463	35.066282	"שד הרא""ה 10 חיפה"	4000	Quant
721	32.8240304	35.0685737	הגדוד העברי 48 חיפה	4000	Quant
722	32.8274571	35.0732663	הקבוצים 65 חיפה	4000	Quant
723	32.8277193	35.0702792	הגדוד העברי 84 ק.חיים, חיפה	4000	Google
724	32.8277193	35.0702792	הגדוד העברי 84 ק.חיים, חיפה	4000	Google
725	32.82064769999999	35.0635533	בן צבי יצחק 6 חיפה	4000	Quant
726	32.8192754	35.0662824	בן צבי יצחק 14 חיפה	4000	Quant
727	32.8192754	35.0662824	בן צבי יצחק 14 חיפה	4000	Quant
728	32.82064769999999	35.0635533	בן צבי יצחק 6 חיפה	4000	Quant
729	32.8277193	35.0702792	הגדוד העברי 84 ק.חיים, חיפה	4000	Google
730	32.82064769999999	35.0635533	בן צבי יצחק 6 חיפה	4000	Quant
731	32.8271363	35.073119	הקבוצים 65, חיפה	4000	Google
732	32.8277193	35.0702792	הגדוד העברי 84 ק.חיים, חיפה	4000	Google
733	32.8192754	35.0662824	בן צבי יצחק 14 חיפה	4000	Quant
734	32.8271363	35.073119	הקבוצים 65, חיפה	4000	Google
735	32.8198171	35.0649596	בן צבי יצחק 12 חיפה	4000	Quant
736	32.8271363	35.073119	הקבוצים 65, חיפה	4000	Google
737	32.8277193	35.0702792	הגדוד העברי 84 ק.חיים, חיפה	4000	Google
738	32.8277193	35.0702792	הגדוד העברי 84 ק.חיים, חיפה	4000	Google
739	32.8192754	35.0662824	בן צבי יצחק 14 חיפה	4000	Quant
740	32.8198171	35.0649596	בן צבי יצחק 12 חיפה	4000	Quant
958	32.7839509	35.0221284	גדליהו 22 נוש, חיפה	4000	Google
990	32.8127449	34.9990983	חסן שוקרי 14, חיפה	4000	Google
15	32.8394739	35.0701597	שטרן יוסף 9 חיפה	4000	Quant
33	32.8328463	35.066282	"שד הרא""ה 10 חיפה"	4000	Quant
54	32.8032407	35.00581280000001	הגבורים 17 חיפה	4000	Quant
58	32.7896512	34.9588636	מרכוס ברוך 9, חיפה	4000	Google
85	32.8213394	34.9876903	אנילביץ מרדכי 26 חיפה	4000	Quant
120	32.8213311	34.9866934	שדה יצחק 26 חיפה	4000	Quant
123	32.825748	34.9849794	תל אביב 27, חיפה	4000	Google
140	32.8255736	34.9615932	העוגן 39 חיפה	4000	Quant
143	32.8320854	34.97788930000001	העליה השניה 45 חיפה	4000	Quant
163	32.8164417	34.9588864	החיננית 3 חיפה	4000	Quant
164	32.8100505	34.9593734	דוד המלך 28 חיפה	4000	Quant
188	32.7803336	34.9849097	ולנברג ראול 11 חיפה	4000	Quant
202	32.7986901	34.9807751	צדקיהו 6 חיפה	4000	Quant
221	32.813546	34.9772998	התשבי 34 חיפה	4000	Quant
245	32.8175086	34.9602595	בר רב האי דוד 6 חיפה	4000	Quant
256	32.7986901	34.9807751	צדקיהו 6 חיפה	4000	Quant
261	32.8184131	34.966206	"בודנהיימר מקס ד""ר 7 חיפה"	4000	Quant
263	32.787749	34.9875524	שד סיני 13 חיפה	4000	Quant
265	32.8210215	34.9741657	טשרניחובסקי 34 חיפה	4000	Quant
270	32.8076105	34.961384	יהושפט המלך 6 חיפה	4000	Quant
271	32.8058176	34.9714266	גלאל אל דין 3 חיפה	4000	Quant
272	32.8125908	34.960985	שונית 12 חיפה	4000	Quant
274	32.8193713	34.9803731	הבישוף חג'אר 1, חיפה	4000	Google
281	32.8147924	34.9927088	שבתאי לוי 24 חיפה	4000	Quant
295	32.8091276	34.9944472	מסדה 10, חיפה	4000	Google
304	32.8130553	34.99931580000001	חסן שוקרי 14 חיפה	4000	Quant
311	32.81185410000001	34.9970502	שמריהו לוין 15 חיפה	4000	Quant
314	32.8039133	34.9969435	רבי עקיבא 40 חיפה	4000	Quant
327	32.8076386	34.9992903	"בית""ר 8 חיפה"	4000	Quant
333	32.8037154	35.0000071	בצלאל 5, חיפה	4000	Google
350	32.7846798	35.0229392	מימון הרב 23 חיפה	4000	Quant
351	32.7989815	35.0082407	דרך יד לבנים 97 חיפה	4000	Quant
352	32.7846798	35.0229392	מימון הרב 23 חיפה	4000	Quant
357	32.7907417	35.0159917	התיכון 39, חיפה	4000	Google
359	32.7778639	34.9995265	אינשטיין אלברט 94 חיפה	4000	Quant
360	32.7856883	35.020694	לוין גוטל 22 חיפה	4000	Quant
363	32.7778639	34.9995265	אינשטיין אלברט 94 חיפה	4000	Quant
371	32.7660223	35.0123209	שד אבא חושי 15, חיפה	4000	Google
372	32.7773966	35.0124969	יגאל אלון 8 חיפה	4000	Quant
373	32.7686257	35.004541	ליבריה 11 חיפה	4000	Quant
374	32.7989815	35.0082407	דרך יד לבנים 97 חיפה	4000	Quant
387	32.7992266	35.0146465	החשמל 8 חיפה	4000	Quant
414	32.7900349	35.0128705	צ'רניאבסקי 20, חיפה	4000	Google
428	32.7949781	34.9962509	ורדיה 15 חיפה	4000	Quant
429	32.7955164	34.9965249	צבעוני 17 חיפה	4000	Quant
430	32.7998151	35.0086584	וינר יוסף 28 חיפה	4000	Quant
432	32.792687	35.0100345	קליבנוב 20 חיפה	4000	Quant
435	32.7839509	35.0221284	גדליהו 22, חיפה	4000	Google
445	32.7766637	35.0083572	פיכמן יעקב 13 חיפה	4000	Quant
446	32.7806963	35.007897	חביבה רייך 16 חיפה	4000	Quant
449	32.7747584	34.9928203	סורוקה משה 22 חיפה	4000	Quant
454	32.7671401	35.0012178	חוף השנהב 39 חיפה	4000	Quant
460	32.7881497	35.0057546	לוין גוטל 22א חיפה	4000	Quant
461	32.7909156	35.0015602	קרן היסוד 33 חיפה	4000	Quant
462	32.7806963	35.007897	חביבה רייך 16 חיפה	4000	Quant
720	32.82064769999999	35.0635533	בן צבי יצחק 6 חיפה	4000	Quant
741	32.8271363	35.073119	הקבוצים 65, חיפה	4000	Google
742	32.8271363	35.073119	הקבוצים 65, חיפה	4000	Google
743	32.8245	35.0692271	הגדוד העברי 48, חיפה	4000	Google
744	32.8198171	35.0649596	בן צבי יצחק 12 חיפה	4000	Quant
950	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
960	32.8076105	34.961384	יהושפט המלך 6 חיפה	4000	Quant
961	32.7870168	35.0091134	בת חן 40 חיפה	4000	Quant
963	32.7839509	35.0221284	גדליהו 22, חיפה	4000	Google
31	32.8397524	35.0717812	פרומר דב 15 חיפה	4000	Quant
34	32.8397524	35.0717812	פרומר דב 15 חיפה	4000	Quant
131	32.8320854	34.97788930000001	העליה השניה 45 חיפה	4000	Quant
134	32.828794	34.97709	יואב 5 חיפה	4000	Quant
138	32.8267209	34.9782719	"נח""ל 2 חיפה"	4000	Quant
262	32.7847057	34.9965124	אורן 27 חיפה	4000	Quant
264	32.822623	34.9588232	יציאת אירופה 17, חיפה	4000	Google
266	32.7660223	35.0123209	שד אבא חושי 15, חיפה	4000	Google
267	32.8056862	34.9935279	מונטיפיורי 15 חיפה	4000	Quant
268	32.8008915	34.9924028	"כ""ץ יאיר 12 חיפה"	4000	Quant
269	32.7778639	34.9995265	אינשטיין אלברט 94 חיפה	4000	Quant
273	32.7919003	34.9896356	אהוד 18 חיפה	4000	Quant
296	32.8103685	34.9901495	שד גולומב אליהו 4, חיפה	4000	Google
302	32.8021717	34.9805067	הלילך 26 חיפה	4000	Quant
308	32.812978	34.9996267	חסן שוקרי 11, חיפה	4000	Google
309	32.7660223	35.0123209	שד אבא חושי 15, חיפה	4000	Google
312	32.8297648	35.0570709	שד דגניה 33, חיפה	4000	Google
319	32.8033834	34.9964611	המימוני 2 חיפה	4000	Quant
330	32.8193713	34.9803731	הבישוף חג'אר 1, חיפה	4000	Google
334	32.8069292	34.9802863	דרך הים 44 חיפה	4000	Quant
339	32.7952362	35.0190818	חטיבת כרמלי 42א חיפה	4000	Quant
343	32.8035805	35.0023615	בן בבא 4 חיפה	4000	Quant
344	32.81185410000001	34.9970502	שמריהו לוין 15 חיפה	4000	Quant
349	32.7932023	35.0201014	משאש הרב 1 חיפה	4000	Quant
358	32.7686257	35.004541	ליבריה 11 חיפה	4000	Quant
431	32.7900349	35.0128705	צ'רניאבסקי 20, חיפה	4000	Google
433	32.7917446	35.0099902	סילבר אבא הלל 71 חיפה	4000	Quant
434	32.7955164	34.9965249	צבעוני 17 חיפה	4000	Quant
436	32.7868521	35.0211291	הגליל 107 חיפה	4000	Quant
437	32.7907417	35.0159917	התיכון 39, חיפה	4000	Google
438	32.7712799	35.0076878	"בירם ד""ר 37 חיפה"	4000	Quant
455	32.7631416	34.9876959	"רבין אסתר ד""ר 80 חיפה"	4000	Quant
463	32.812324	34.9697038	הסנה 8 חיפה	4000	Quant
464	32.8246535	34.9705618	טשרניחובסקי 71, חיפה	4000	Google
717	32.8366123	35.0596706	בית אלפא 80 חיפה	4000	Quant
745	32.8271363	35.073119	הקבוצים 65, חיפה	4000	Google
746	32.82064769999999	35.0635533	בן צבי יצחק 6 חיפה	4000	Quant
951	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
952	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
953	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
954	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
955	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
956	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
957	32.803297	35.0059013	הגבורים 17, חיפה	4000	Google
959	32.767019	35.0091694	ליבריה 42, חיפה	4000	Google
962	32.7881229	35.0057522	לוין גוטל 22, חיפה	4000	Google
965	32.807498	34.96140680000001	יהושפט המלך 6, חיפה	4000	Google
966	32.7940463	34.989571	כיכר ואצלב האוול, חיפה	4000	Google
465	32.7806963	35.007897	חביבה רייך 16 חיפה	4000	Quant
466	32.8125908	34.960985	שונית 12 חיפה	4000	Quant
300	32.8125908	34.960985	שונית 12 חיפה	4000	Quant
441	32.7940463	34.989571	כיכר ואצלב האוול חיפה	4000	Quant
456	32.7686257	35.004541	ליבריה 11 חיפה	4000	Quant
968	32.7940463	34.989571	כיכר ואצלב האוול, חיפה	4000	Google
439	32.7940463	34.989571	כיכר ואצלב האוול, חיפה	4000	Google
102	32.7688069	35.0048342	ליבריה 11, חיפה	4000	Google
2	32.8168396	34.9978524	התשעים ושלוש 8, חיפה	4000	Google
3	32.0836785	34.8170877	"שד הרא""ה 10, חיפה"	4000	Google
4	32.7766637	35.0083572	פיכמן יעקב 13, חיפה	4000	Google
1	33.2026572	35.7767723	בוקעאתא	4001	Quant
1	32.806583	35.73657499999999	אלי-עד	4002	Quant
1	33.180519	35.770095	אל-רום	4003	Quant
1	32.762357	35.66418	כפר חרוב	4004	Quant
1	32.8452599	35.7930056	חספין	4005	Quant
2	32.8452599	35.7930056	חספין	4005	Quant
1	32.98	35.81	קשת	4006	Quant
1	32.94	35.795	יונתן	4007	Quant
1	32.88825600000001	35.685966	מעלה גמלא	4008	Quant
1	33.1933716	35.7495651	אודם	4010	Quant
1	32.824808	35.765777	אבני איתן	4011	Quant
1	32.956638	35.739718	אניעם	4012	Quant
1	33.086236	35.758661	אורטל	4013	Quant
1	32.798412	35.687701	בני יהודה 1 בני יהודה	4015	Quant
2	32.798412	35.687701	בני יהודה 1 בני יהודה	4015	Quant
1	32.801217	35.680911	גבעת יואב	4021	Quant
1	32.819941	35.715708	גשור	4022	Quant
1	33.029485	35.69774400000001	קדמת צבי	4025	Quant
1	32.932531	35.636559	חד-נס 1 חד-נס	4026	Quant
1	32.870412	35.697897	כנף	4028	Quant
1	32.9921456	35.6884534	אשחר 3 קצרין	4100	Quant
2	32.9921456	35.6884534	אשחר 3 קצרין	4100	Quant
