סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,lon,lat,Address,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
6,2424,כרמיאל,1139,16,35.3004443,32.9166943,הברושים 33 כרמיאל,3,0,530,284,6,278,10,1,3,0,0,0,0,11,1,1,1,0,0,0,2,1,73,90,4,0,0,0,72,0,0,0,1,0,0,0,1,6
6,2425,כרמיאל,1139,18,35.2994115,32.908979,משעול נורית 10 כרמיאל,2,1,594,297,6,291,8,18,0,0,0,0,0,3,0,1,1,0,0,0,0,0,98,89,11,0,0,0,57,0,0,0,0,0,0,0,0,5
6,2426,כרמיאל,1139,19,35.2994115,32.908979,משעול נורית 10 כרמיאל,2,0,637,315,3,312,8,36,0,0,0,0,0,11,0,0,0,0,0,0,0,5,94,84,7,0,0,0,52,0,0,0,0,2,0,0,1,12
6,2427,כרמיאל,1139,20,35.2999213,32.9085849,משעול נורית 2 כרמיאל,11,0,633,339,2,337,23,26,6,1,0,0,0,3,0,1,0,0,0,0,0,4,78,83,3,0,0,0,103,0,0,0,0,0,0,0,0,6
6,2428,כרמיאל,1139,21,35.3004443,32.9166943,הברושים 33 כרמיאל,3,0,667,365,2,363,20,7,2,0,1,0,0,14,0,1,0,0,1,0,0,2,104,106,4,0,0,0,93,0,0,0,0,0,0,0,2,6
6,2429,כרמיאל,1139,22,35.3004443,32.9166943,הברושים 33 כרמיאל,3,0,581,254,4,250,6,18,0,0,0,0,0,0,0,0,1,0,0,0,0,6,93,73,3,0,0,0,36,0,0,0,0,0,0,0,0,14
6,2430,כרמיאל,1139,23,35.3057551,32.9135831,"צה""ל 103 כרמיאל",36,0,681,330,3,327,5,29,18,0,0,0,0,7,0,0,0,0,0,0,0,4,84,108,2,1,0,0,53,1,1,0,0,0,0,0,0,14
6,2431,כרמיאל,1139,24,35.304371,32.9195545,משעול הרקפות 8 כרמיאל,7,0,742,202,5,197,5,8,4,0,0,0,0,4,0,1,0,0,1,0,0,0,112,43,2,0,0,0,16,0,0,0,0,0,0,0,0,1
6,2432,כרמיאל,1139,25,35.303483,32.914265,"צה""ל 105 כרמיאל",5,0,650,273,1,272,5,2,1,0,0,0,0,14,0,0,0,0,0,0,0,0,95,67,7,0,0,0,74,0,1,0,1,0,0,0,0,5
6,2433,כרמיאל,1139,26,35.2994115,32.908979,משעול נורית 10 כרמיאל,2,0,575,344,5,339,10,40,4,1,0,0,0,11,1,0,0,0,0,0,0,2,93,92,0,0,0,0,72,0,0,0,0,1,0,0,0,12
6,2434,כרמיאל,1139,27,35.2994115,32.908979,משעול נורית 10 כרמיאל,2,0,552,307,2,305,5,43,2,0,0,0,0,8,0,0,0,0,0,0,0,2,99,72,5,0,0,0,52,0,0,0,0,1,0,0,1,15
6,2435,כרמיאל,1139,28,35.2999213,32.9085849,משעול נורית 2 כרמיאל,11,0,605,380,5,375,12,26,1,0,0,0,0,22,1,1,0,0,0,0,0,5,66,130,4,0,0,0,95,1,0,0,0,0,0,0,0,11
6,2436,כרמיאל,1139,29,35.2925213,32.9067719,משעול דולב 15 כרמיאל,19,1,567,365,3,362,11,17,5,0,0,0,0,9,0,1,0,0,0,0,0,5,49,116,6,0,0,0,125,0,0,0,0,0,0,0,0,18
6,2437,כרמיאל,1139,30,35.2925213,32.9067719,משעול דולב 15 כרמיאל,19,0,560,333,2,331,10,6,0,0,0,0,0,7,0,1,0,0,0,0,0,1,122,105,3,0,0,0,68,0,0,0,0,0,0,0,0,8
6,2438,כרמיאל,1139,31,35.2907678,32.9060294,חוחית 71 כרמיאל,13,0,552,291,3,288,4,64,3,0,0,0,0,7,0,0,0,0,0,0,0,2,61,68,5,0,0,0,46,0,0,0,0,0,0,0,2,26
6,2439,כרמיאל,1139,32,35.2925213,32.9067719,משעול דולב 15 כרמיאל,19,0,548,304,3,301,5,0,3,0,0,0,0,20,0,0,0,0,0,0,0,4,96,99,3,2,0,0,46,1,1,0,0,0,0,0,0,21
6,2440,כרמיאל,1139,33,35.2907678,32.9060294,חוחית 71 כרמיאל,13,0,448,215,2,213,4,1,0,0,0,0,0,10,1,0,0,0,0,0,0,0,70,66,5,0,0,0,46,0,0,0,0,1,1,0,0,8
6,2441,כרמיאל,1139,34,35.292871,32.91165100000001,"שד קק""ל 100 כרמיאל",10,0,521,353,0,353,21,13,0,0,0,0,0,34,0,0,0,0,0,0,0,3,35,137,4,0,0,0,91,0,0,0,1,0,0,0,0,14
6,2442,כרמיאל,1139,35,35.2960788,32.9180174,הפסגה 71 כרמיאל,23,0,627,424,3,421,33,4,5,0,0,0,0,20,0,0,0,0,0,0,0,3,41,117,16,0,0,0,167,1,0,0,0,0,0,0,0,14
6,2443,כרמיאל,1139,36,35.2960788,32.9180174,הפסגה 71 כרמיאל,23,0,571,362,1,361,9,4,2,0,0,0,0,7,0,1,0,1,1,0,0,1,81,116,7,0,0,0,107,1,1,0,1,0,0,2,0,19
6,2444,כרמיאל,1139,37,35.2960788,32.9180174,הפסגה 71 כרמיאל,23,0,476,286,0,286,22,2,17,0,0,0,0,8,0,0,0,0,0,0,0,5,29,75,16,0,0,0,104,0,0,0,0,0,0,0,3,5
6,2445,כרמיאל,1139,38,35.2874803,32.9127748,עינב 21 כרמיאל,26,0,527,296,3,293,17,1,2,0,0,0,0,12,0,0,0,0,0,0,0,2,75,86,9,0,0,0,76,0,0,0,0,0,0,0,0,13
6,2446,כרמיאל,1139,39,35.2874803,32.9127748,עינב 21 כרמיאל,26,1,645,395,4,391,11,5,4,0,0,0,0,16,0,0,0,0,0,0,0,2,116,143,12,0,0,0,79,0,0,0,0,0,0,0,0,3
6,2447,כרמיאל,1139,40,35.2738431,32.9167705,קציר 71 כרמיאל,22,0,563,348,4,344,8,9,8,0,0,0,0,12,0,0,0,1,0,0,0,4,112,106,4,0,0,0,75,0,0,0,0,0,0,0,1,4
6,2448,כרמיאל,1139,41,35.283737,32.913177,מעלה אורט 15 כרמיאל,27,0,557,338,3,335,19,4,0,0,0,0,0,4,0,0,0,0,0,0,0,1,76,94,7,0,0,0,116,0,0,0,2,0,0,0,0,12
6,2449,כרמיאל,1139,42,35.2752575,32.9111362,אסיף 4 כרמיאל,33,0,710,454,4,450,27,4,12,0,0,0,0,17,0,0,0,0,0,0,0,4,67,166,5,0,0,0,141,0,0,0,0,0,0,0,0,7
6,2450,כרמיאל,1139,43,35.2778183,32.905371,חטיבת יפתח 48 כרמיאל,4,0,681,513,3,510,27,2,0,1,0,0,0,18,0,0,0,0,0,0,0,3,89,164,7,0,0,0,185,0,0,0,0,0,0,0,0,14
6,2451,כרמיאל,1139,44,35.283737,32.913177,מעלה אורט 15 כרמיאל,27,0,685,405,2,403,11,1,5,0,0,0,0,10,0,0,0,0,0,0,0,4,137,129,5,0,0,0,90,0,0,0,0,0,1,0,0,10
6,2452,כרמיאל,1139,45,35.2752575,32.9111362,אסיף 4 כרמיאל,33,0,465,310,1,309,10,6,6,0,0,0,0,9,0,1,0,0,0,0,1,3,97,99,1,1,0,0,70,0,0,0,0,0,0,0,0,5
6,2453,כרמיאל,1139,46,35.2752575,32.9111362,אסיף 4 כרמיאל,33,0,617,389,7,382,9,0,10,0,0,0,0,18,0,0,0,0,0,0,0,1,135,124,6,0,0,0,73,0,0,0,0,1,0,0,0,5
6,2454,כרמיאל,1139,47,35.283737,32.913177,מעלה אורט 15 כרמיאל,27,0,550,334,2,332,22,3,0,0,0,0,0,8,0,1,0,0,0,0,0,4,47,94,10,0,0,0,133,2,0,0,0,0,0,0,0,8
6,2455,כרמיאל,1139,48,35.2752575,32.9111362,אסיף 4 כרמיאל,33,0,566,355,6,349,16,3,5,0,0,0,0,14,0,0,0,0,0,0,0,4,112,93,5,1,0,0,90,0,1,0,0,0,0,0,0,5
6,2456,כרמיאל,1139,49,35.2738431,32.9167705,קציר 71 כרמיאל,22,0,599,388,4,384,6,3,15,0,0,0,1,9,0,1,0,0,2,0,0,4,166,98,16,0,0,0,58,0,0,0,0,0,1,0,0,4
6,2457,כרמיאל,1139,50,35.2893508,32.9022969,בז 11 כרמיאל,21,0,739,558,6,552,24,5,16,0,0,0,0,28,0,0,0,0,0,0,0,4,56,184,15,1,0,0,196,1,0,0,0,0,0,0,0,22
6,2458,כרמיאל,1139,51,35.2893508,32.9022969,בז 11 כרמיאל,21,0,684,464,1,463,28,9,4,0,0,0,0,21,0,0,0,0,0,0,0,1,60,153,14,0,0,0,156,0,0,0,0,0,0,0,0,17
6,2459,כרמיאל,1139,52,35.2804613,32.9086153,מבצע אסף 3 כרמיאל,25,0,514,338,4,334,15,5,6,0,1,0,0,4,0,0,0,0,0,0,0,1,92,104,4,0,0,0,94,0,0,1,0,0,0,0,0,7
6,2460,כרמיאל,1139,53,35.2778183,32.905371,חטיבת יפתח 48 כרמיאל,4,0,744,497,5,492,17,6,4,0,0,0,0,16,0,0,0,0,0,0,0,4,99,195,8,0,0,0,131,0,0,0,0,0,0,0,0,12
6,2461,כרמיאל,1139,54,35.278633,32.905983,חטיבת יפתח 200 כרמיאל,30,0,751,521,3,518,13,1,20,1,0,0,0,19,0,1,0,0,0,0,0,3,102,191,5,0,0,0,154,0,0,0,0,0,0,0,1,7
6,2462,כרמיאל,1139,55,35.2804613,32.9086153,מבצע אסף 3 כרמיאל,25,1,669,444,11,433,6,6,6,0,0,0,0,5,0,1,0,0,0,0,2,1,224,107,4,0,0,0,63,0,0,0,0,1,0,0,0,7
6,2463,כרמיאל,1139,56,35.2778183,32.905371,חטיבת יפתח 48 כרמיאל,4,0,728,519,0,519,21,1,3,0,0,0,0,27,0,0,0,0,0,0,0,6,98,193,8,0,0,0,147,0,0,0,0,0,0,0,1,14
6,2464,כרמיאל,1139,57,35.2804613,32.9086153,מבצע אסף 3 כרמיאל,25,0,637,450,3,447,21,52,6,0,0,0,0,15,0,0,0,0,0,0,0,2,68,145,6,0,0,0,112,0,0,0,0,0,0,0,1,19
6,2465,כרמיאל,1139,58,35.278633,32.905983,חטיבת יפתח 200 כרמיאל,30,0,678,497,0,497,17,2,6,0,0,0,0,15,0,0,0,0,0,0,0,3,88,174,6,0,0,0,169,0,0,0,0,0,0,0,0,17
6,2466,כרמיאל,1139,59,35.2804613,32.9086153,מבצע אסף 3 כרמיאל,25,0,660,425,2,423,20,3,3,0,0,0,0,13,0,0,0,0,0,0,0,3,90,147,8,1,0,0,123,0,0,0,0,0,0,0,2,10
6,2467,כרמיאל,1139,60,35.2778183,32.905371,חטיבת יפתח 48 כרמיאל,4,0,661,431,3,428,10,4,3,0,0,0,0,15,0,0,0,0,0,0,0,5,90,164,5,0,0,0,102,0,0,0,0,0,0,0,0,30
6,2468,כרמיאל,1139,62,35.292871,32.91165100000001,"שד קק""ל 100 כרמיאל",10,0,758,494,5,489,13,24,2,0,0,0,1,21,1,0,1,0,0,0,0,5,114,185,6,0,0,0,102,0,0,0,0,0,0,0,0,14
6,2469,כרמיאל,1139,63,35.2874803,32.9127748,עינב 21 כרמיאל,26,0,675,412,2,410,12,2,7,0,0,0,0,15,0,0,0,0,0,0,0,0,102,136,7,0,0,0,115,0,0,0,0,0,0,0,1,13
6,2470,כרמיאל,1139,64,35.2960788,32.9180174,הפסגה 71 כרמיאל,23,0,551,362,5,357,22,2,7,0,0,0,1,21,0,0,0,0,1,0,0,2,55,88,10,0,0,0,133,0,0,0,0,0,1,0,2,12
6,2471,כרמיאל,1139,65,35.2916777,32.9002854,איה 48 כרמיאל,32,0,652,486,2,484,32,23,0,0,0,0,1,32,0,0,0,0,0,0,0,3,39,170,12,0,0,0,157,0,0,1,0,0,0,0,1,13
6,2472,כרמיאל,1139,66,35.2907678,32.9060294,חוחית 71 כרמיאל,13,0,420,245,5,240,19,11,4,0,0,0,1,10,0,1,0,0,0,0,1,3,30,57,4,0,0,0,91,0,0,0,0,0,0,0,1,7
6,2473,כרמיאל,1139,67,35.2778183,32.905371,חטיבת יפתח 48 כרמיאל,4,0,673,416,6,410,12,17,36,1,0,0,0,12,0,0,0,0,0,0,0,10,86,107,2,0,0,0,107,0,0,1,0,1,0,0,0,18
6,2474,כרמיאל,1139,68,35.2778183,32.905371,חטיבת יפתח 48 כרמיאל,4,1,577,387,4,383,24,7,9,0,0,0,0,13,0,1,0,0,0,0,0,1,72,132,9,0,0,0,105,0,0,0,0,0,0,1,0,9
6,2475,כרמיאל,1139,69,35.2916777,32.9002854,איה 48 כרמיאל,34,0,775,529,7,522,28,4,3,0,0,0,0,18,0,0,0,0,0,0,0,5,81,155,11,0,0,0,203,0,0,0,0,0,0,0,0,14
17,9104,כרמיה,768,1,34.540413,31.60269499999999,כרמיה,1,0,449,320,0,320,45,0,2,0,0,0,1,10,0,1,0,0,0,0,0,1,11,50,65,0,0,0,134,0,0,0,0,0,0,0,0,0
18,10004,כרמים,1198,1,35.118312,31.812108,כרמים,1,0,211,231,0,231,33,0,1,0,0,0,0,37,0,1,0,0,0,0,0,1,0,62,29,0,0,0,64,0,0,0,0,0,0,0,0,3
18,9242,כרמל,3656,1,34.9739591,32.7617624,כרמל,1,0,263,204,0,204,0,5,0,0,0,0,0,153,0,0,0,0,0,0,0,18,0,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,2518,לבון,1207,1,35.286475,32.94118,לבון,1,0,431,326,1,325,18,0,1,0,0,0,0,7,0,0,0,0,0,0,0,4,21,76,30,0,0,0,168,0,0,0,0,0,0,0,0,0
4,1411,לביא,585,1,35.440717,32.787648,לביא,1,0,504,388,1,387,19,1,0,0,0,0,2,217,0,0,0,0,1,0,0,20,0,65,2,0,0,0,49,0,0,0,0,0,0,0,0,11
4,1412,לבנים,1230,1,35.5,32.86,לבנים,2,0,324,226,0,226,19,4,1,0,0,0,14,8,0,0,0,0,0,0,0,7,9,74,12,0,0,0,75,0,0,0,0,0,0,0,0,3
18,10005,להב,2023,1,34.87,31.38,להב,1,0,446,302,0,302,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,11,101,0,0,0,143,0,0,0,0,0,0,0,0,0
3,1234,להבות הבשן,380,1,35.6478714,33.1412178,להבות הבשן,1,0,678,470,2,468,56,2,9,0,0,0,2,9,0,1,0,0,0,0,0,1,17,32,131,0,0,0,206,0,0,1,1,0,0,0,0,0
9,3835,להבות חביבה,715,1,35.01179,32.395216,להבות חביבה,1,0,600,466,3,463,49,2,3,0,0,0,3,4,0,0,0,0,0,0,0,0,8,17,97,0,0,0,280,0,0,0,0,0,0,0,0,0
18,10006,להבים,1271,1.1,34.814106,31.372249,ורד 9 להבים,1,0,587,437,1,436,40,2,12,0,0,0,1,23,0,2,0,0,0,0,0,1,10,123,25,0,0,0,191,0,0,0,0,0,0,0,0,6
18,10007,להבים,1271,1.2,34.814106,31.372249,ורד 9 להבים,1,0,587,450,0,450,37,1,2,0,0,0,0,22,0,0,0,0,0,0,0,3,25,79,34,0,0,0,242,0,0,0,0,0,0,0,0,5
18,10008,להבים,1271,1.3,34.814106,31.372249,ורד 9 להבים,1,0,587,432,1,431,57,3,5,0,0,0,0,20,0,0,0,0,0,0,0,3,16,102,31,0,0,0,192,0,0,0,0,0,0,0,0,2
18,10009,להבים,1271,1.4,34.814106,31.372249,ורד 9 להבים,1,0,585,455,0,455,56,0,5,0,0,0,2,12,0,0,0,0,0,0,0,0,28,94,42,0,0,0,214,0,0,0,0,0,0,0,0,2
18,10010,להבים,1271,2,34.814106,31.372249,ורד 9 להבים,2,0,608,452,3,449,61,1,6,0,0,0,0,15,0,0,0,0,0,0,0,1,16,62,61,0,0,0,225,0,0,0,0,0,0,0,0,1
18,10011,להבים,1271,4,34.814106,31.372249,ורד 9 להבים,2,0,624,474,2,472,47,0,6,0,0,0,3,20,0,1,0,0,0,0,0,4,26,108,25,0,0,0,229,0,0,0,0,0,0,0,1,2
18,10012,להבים,1271,7,34.814106,31.372249,ורד 9 להבים,2,0,555,429,0,429,41,1,2,0,0,0,2,16,0,0,0,0,0,0,0,0,14,76,43,0,0,0,234,0,0,0,0,0,0,0,0,0
18,10013,להבים,1271,8,34.814106,31.372249,ורד 9 להבים,2,0,782,600,2,598,45,0,10,0,1,0,0,34,0,0,0,0,0,0,0,11,26,190,19,0,0,0,257,0,0,0,0,0,0,0,0,5
12,5429,לוד,7000,2,34.894837,31.9578188,שדה יצחק 9 לוד,14,0,640,256,4,252,3,0,197,0,0,0,0,3,0,1,1,0,0,0,27,2,1,6,2,0,2,0,5,0,0,0,0,0,0,1,0,1
12,5430,לוד,7000,3,34.9002132,31.955366,אקסודוס לוד,18,0,639,300,9,291,0,1,253,0,1,0,0,1,0,0,0,0,1,0,25,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1
12,5431,לוד,7000,4,34.9002132,31.955366,אקסודוס לוד,18,0,533,181,4,177,2,0,98,1,0,0,0,0,0,0,0,0,0,0,53,3,0,1,1,0,1,0,14,0,0,0,0,1,0,0,2,0
12,5432,לוד,7000,5,34.9027441,31.9581923,הגיא לוד,15,0,569,319,4,315,3,0,269,0,0,0,1,1,1,2,0,0,0,0,11,2,0,9,0,0,0,0,13,1,0,0,0,1,0,0,0,1
12,5433,לוד,7000,6,34.897313,31.9483224,רובין אריה לוד,24,0,632,299,2,297,3,2,28,1,0,0,0,11,0,1,0,0,0,0,1,5,103,85,4,0,0,0,50,0,0,0,0,0,0,0,0,3
12,5434,לוד,7000,7,34.9002132,31.955366,אקסודוס לוד,18,0,777,327,3,324,4,1,240,0,0,0,0,0,0,0,0,0,2,0,65,2,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0
12,5435,לוד,7000,8,34.9027441,31.9581923,הגיא לוד,15,0,480,263,6,257,0,0,233,0,0,0,0,1,0,0,0,0,0,0,8,0,0,4,2,0,0,0,6,0,0,1,0,1,0,1,0,0
12,5436,לוד,7000,9,34.8924625,31.9537105,פלומניק יעקב 1 לוד,43,0,607,472,0,472,1,9,23,0,0,0,0,307,0,0,0,0,0,0,2,23,1,61,1,0,1,0,11,0,0,0,0,0,0,0,0,32
12,5437,לוד,7000,10,34.8924625,31.9537105,פלומניק יעקב 1 לוד,43,0,731,470,3,467,4,4,100,0,0,0,3,185,0,0,0,0,0,0,11,19,6,80,2,1,0,0,33,0,0,0,0,0,0,0,0,19
12,5438,לוד,7000,11,34.894244,31.953754,כצנלסון לוד,16,0,403,223,3,220,4,0,9,0,1,0,0,15,0,0,0,0,0,0,2,6,23,91,1,0,0,0,46,0,2,0,0,0,0,0,0,20
12,5439,לוד,7000,12,34.8864101,31.9482586,שד דוד המלך 20 לוד,37,0,606,279,10,269,9,2,3,0,0,0,0,10,0,0,0,0,0,0,0,5,30,111,2,0,0,0,52,0,3,1,0,2,0,1,1,37
12,5381,לוד,7000,13,34.8886921,31.9480168,אלתר רחל 3 לוד,2,0,699,333,4,329,15,5,4,0,0,0,0,18,0,1,1,0,0,0,0,2,9,177,5,0,0,0,52,0,0,0,0,0,0,0,2,38
12,5440,לוד,7000,14,34.8864101,31.9482586,שד דוד המלך 20 לוד,37,0,627,322,8,314,10,5,0,0,0,0,0,18,0,0,0,0,0,0,0,7,16,161,4,1,0,0,54,0,0,0,0,1,0,0,0,37
12,5441,לוד,7000,16,34.896747,31.9519225,"שד צה""ל לוד",4,0,770,498,4,494,8,3,131,0,0,0,0,149,0,1,0,0,0,0,13,9,24,64,4,3,0,0,40,0,0,0,0,0,0,2,0,43
12,5382,לוד,7000,17,34.8904207,31.9395547,הרב חורי חיים 27 לוד,41,0,536,383,1,382,16,1,25,0,0,0,0,17,0,0,0,0,0,0,1,14,13,170,3,0,0,0,66,0,1,0,0,2,0,0,0,53
12,5442,לוד,7000,18,34.9002132,31.955366,אקסודוס לוד,18,0,636,310,7,303,1,0,198,0,0,0,0,9,1,1,0,1,1,0,27,4,3,25,2,4,5,0,18,0,0,0,0,0,0,0,0,3
12,5443,לוד,7000,19,34.896747,31.9519225,"שד צה""ל לוד",4,0,702,297,4,293,1,1,157,0,0,0,0,10,0,0,0,2,2,0,16,0,23,32,5,1,1,0,30,1,1,1,1,1,0,1,0,6
12,5444,לוד,7000,20,34.8924625,31.9537105,פלומניק יעקב 1 לוד,43,0,728,360,10,350,5,4,215,0,0,0,0,9,0,1,0,0,0,0,15,3,23,32,6,0,1,0,31,0,0,0,0,0,0,0,0,5
12,5445,לוד,7000,21,34.9002132,31.955366,אקסודוס לוד,18,0,769,365,12,353,2,2,203,0,1,0,0,15,0,0,0,1,2,0,40,4,1,45,2,3,4,0,20,0,0,0,0,0,1,0,1,6
12,5446,לוד,7000,22.1,34.8963608,31.9457039,שפירא חיים משה 13 לוד,5,0,677,421,0,421,8,1,149,0,0,0,0,9,1,0,0,0,0,0,8,6,13,135,6,0,0,0,57,0,0,0,0,0,0,0,0,28
12,5447,לוד,7000,22.2,34.8963608,31.9457039,שפירא חיים משה 13 לוד,5,1,677,431,10,421,17,3,8,1,0,0,1,24,0,1,0,0,0,0,0,0,20,219,3,0,0,0,76,0,1,0,0,0,0,0,1,46
12,5448,לוד,7000,22.3,34.8963608,31.9457039,שפירא חיים משה 13 לוד,5,0,677,421,2,419,9,3,65,0,0,0,6,24,0,0,1,0,0,0,1,6,26,170,3,0,0,0,70,0,1,0,0,1,0,0,0,33
12,5449,לוד,7000,22.4,34.8963608,31.9457039,שפירא חיים משה 13 לוד,5,0,677,423,2,421,19,6,21,0,0,0,1,15,0,0,0,0,0,0,0,7,32,178,9,0,1,0,84,0,0,1,0,1,0,0,0,46
12,5450,לוד,7000,22.5,34.8963608,31.9457039,שפירא חיים משה 13 לוד,5,0,677,394,5,389,10,4,36,0,1,0,1,54,0,1,0,0,0,0,2,8,26,152,4,0,0,0,44,0,4,0,0,0,0,0,2,40
12,5451,לוד,7000,22.6,34.8963608,31.9457039,שפירא חיים משה 13 לוד,5,0,673,434,5,429,20,0,17,0,0,0,0,25,0,1,0,0,0,0,0,6,46,198,3,0,0,0,81,0,2,0,1,0,0,0,0,29
12,5452,לוד,7000,23,34.896747,31.9519225,"שד צה""ל לוד",4,0,664,278,1,277,3,0,170,0,0,0,0,3,0,0,1,2,0,0,11,1,12,35,5,0,0,0,28,0,0,0,0,0,1,1,0,4
12,5383,לוד,7000,25,34.8886921,31.9480168,אלתר רחל 3 לוד,2,0,664,421,7,414,16,4,27,0,0,0,0,51,0,0,0,0,1,0,2,8,6,195,6,0,0,0,48,0,0,0,0,0,0,0,0,50
12,5453,לוד,7000,26,34.8909551,31.9459676,שד ירושלים 4 לוד,45,1,701,370,6,364,12,3,12,0,0,0,0,29,0,0,1,0,0,0,0,6,72,153,4,0,0,0,32,0,0,0,0,1,0,0,0,39
12,5384,לוד,7000,27,34.8849065,31.9428135,קפלן לוד,12,0,658,427,4,423,16,10,2,0,0,0,0,55,0,1,0,0,0,0,0,23,6,176,1,0,0,0,24,0,0,0,0,0,0,0,0,109
12,5385,לוד,7000,29,34.8849065,31.9428135,קפלן לוד,12,0,621,418,1,417,20,5,20,0,0,0,0,67,1,1,0,0,0,0,0,11,8,196,3,0,1,0,36,0,0,0,0,0,0,0,0,48
12,5386,לוד,7000,30,34.8849065,31.9428135,קפלן לוד,12,0,700,477,0,477,22,3,74,0,0,0,0,95,0,0,0,0,0,0,0,16,8,171,2,0,2,0,51,0,0,0,0,0,0,0,0,33
12,5454,לוד,7000,31,34.8834469,31.94701169999999,דיזרעאלי 11 לוד,36,0,695,406,5,401,22,7,8,0,0,0,0,39,0,1,0,0,0,0,0,7,19,179,2,2,1,0,65,0,0,0,0,0,0,0,1,48
12,5387,לוד,7000,32,34.8886921,31.9480168,אלתר רחל 3 לוד,2,0,635,409,3,406,19,5,6,0,0,0,0,44,0,0,0,0,0,0,0,9,22,204,1,0,0,0,34,0,1,0,1,0,2,0,0,58
12,5455,לוד,7000,33,34.8834469,31.94701169999999,דיזרעאלי 11 לוד,36,0,561,312,5,307,10,2,2,0,0,0,0,22,0,1,0,0,0,0,0,5,22,156,1,0,0,0,45,0,1,0,1,0,0,2,2,35
12,5388,לוד,7000,34,34.8860391,31.9495039,אלפעל לוד,17,0,567,309,3,306,9,6,3,0,0,0,0,12,0,0,0,0,2,0,0,17,28,137,2,1,0,0,39,1,2,0,0,0,2,1,0,44
12,5389,לוד,7000,35,34.8805143,31.944377,פנקס דוד 5 לוד,38,0,380,262,8,254,2,20,15,0,0,0,0,9,0,0,0,0,0,0,0,38,2,102,1,0,0,0,12,0,1,0,0,0,0,0,0,52
12,5456,לוד,7000,36,34.8786077,31.9513404,מזרחי דוד 6 לוד,39,0,570,262,4,258,1,0,136,0,1,0,0,1,0,0,0,0,1,0,96,1,0,5,2,0,1,0,10,0,0,0,0,1,2,0,0,0
12,5457,לוד,7000,37,34.8834469,31.94701169999999,דיזרעאלי 11 לוד,36,0,701,413,4,409,12,14,58,0,1,0,0,18,0,0,1,0,0,0,2,25,18,181,2,1,0,0,25,0,1,0,1,0,0,0,0,49
12,5390,לוד,7000,38,34.883131,31.945423,דיזרעאלי 13 לוד,6,0,564,354,1,353,12,5,23,1,0,0,0,15,0,1,0,0,0,0,1,6,8,176,3,0,0,0,31,0,0,0,0,0,0,2,1,68
12,5391,לוד,7000,39,34.8860391,31.9495039,אלפעל לוד,17,0,497,206,4,202,2,3,19,0,0,0,0,17,0,0,0,0,0,0,6,5,12,90,0,0,0,0,29,0,1,0,0,0,0,0,0,18
12,5392,לוד,7000,40,34.8827275,31.947828,אינשטיין לוד,1,0,574,306,11,295,2,16,45,0,0,0,0,7,0,0,0,0,0,0,10,26,32,94,4,0,4,0,34,0,0,0,0,0,0,0,2,19
12,5393,לוד,7000,41,34.8849065,31.9428135,קפלן לוד,12,0,616,303,5,298,13,2,17,0,0,0,0,15,0,0,0,0,0,0,3,10,13,163,1,0,0,0,24,0,1,0,1,0,0,0,3,32
12,5394,לוד,7000,42,34.883131,31.945423,דיזרעאלי 13 לוד,6,0,463,273,8,265,4,15,26,0,0,0,1,12,0,0,0,0,0,0,0,17,18,111,2,0,0,0,18,0,0,0,0,0,0,1,0,40
12,5395,לוד,7000,43,34.8805143,31.944377,פנקס דוד 5 לוד,38,0,551,335,2,333,5,21,13,0,0,0,0,21,0,0,0,0,0,0,0,26,11,157,3,0,0,0,18,0,0,0,0,0,0,0,0,58
12,5396,לוד,7000,44,34.883131,31.945423,דיזרעאלי 13 לוד,6,0,417,225,1,224,4,14,0,0,0,0,0,10,0,0,0,0,0,0,1,9,27,95,1,1,0,0,32,0,2,0,0,0,2,1,2,23
12,5458,לוד,7000,45,34.894244,31.953754,כצנלסון לוד,16,0,470,317,1,316,4,4,15,0,0,0,0,55,0,0,0,0,0,0,1,7,31,113,1,0,1,0,53,0,6,1,0,0,1,0,0,23
12,5397,לוד,7000,46,34.8904207,31.9395547,הרב חורי חיים 27 לוד,41,1,410,244,2,242,15,2,0,0,0,0,0,14,0,0,0,0,0,0,2,1,28,132,1,0,0,0,27,0,1,0,0,0,0,0,0,19
12,5398,לוד,7000,47,34.88924850000001,31.934093,חטיבת הראל לוד,27,0,449,328,4,324,19,1,7,1,0,0,0,18,0,0,0,0,0,0,0,13,8,163,0,0,0,0,47,0,0,0,0,0,0,0,0,47
12,5459,לוד,7000,48,34.897313,31.9483224,רובין אריה לוד,24,0,564,355,3,352,14,1,6,0,0,0,0,21,0,0,0,0,0,0,1,5,21,171,4,0,1,0,56,0,0,0,0,0,0,0,1,50
